0,1,2,3,4,5,6,7,8,9,10
1.5303718734300502,3168,16,0,0.06560283687943262,0.05407925407925408,0.09353853992444142,0.15228983795111145,1,0,5
0.22348484848484845,960,3,0,0.06560283687943262,0.06842105263157895,0.09353853992444142,0.026309583404888037,1,0,6
1.4982719177841128,3408,15,0,0.06560283687943262,0.04024144869215292,0.09353853992444142,0.1718268054743426,1,0,7
0.352569355527102,1008,6,0,0.06560283687943262,0.10952380952380952,0.09353853992444142,0.058787898163863525,1,0,8
0.8582042761620226,1968,10,0,0.06560283687943262,0.05731707317073171,0.09353853992444142,0.0904163771439836,1,0,9
0.1461038961038961,1200,4,0,0.06560283687943262,0.056666666666666664,0.09353853992444142,0.02089040776411745,1,0,12
0.37467532467532466,1056,5,0,0.06560283687943262,0.0735930735930736,0.09353853992444142,0.052924813740803454,1,0,13
0.31787238583013233,720,5,0,0.06560283687943262,0.13333333333333333,0.09353853992444142,0.041493743628490606,1,0,14
0.4810569105691057,1440,5,0,0.06560283687943262,0.03218390804597701,0.09353853992444142,0.01458154404476531,1,0,16
0.015151515151515152,576,1,0,0.06560283687943262,0.12121212121212122,0.09353853992444142,0.023119622522434772,1,0,17
0.9327235772357724,1728,7,0,0.06560283687943262,0.03492063492063492,0.09353853992444142,0.01486194444255431,1,0,18
0.03847475094469255,480,2,0,0.06560283687943262,0.17777777777777778,0.09353853992444142,0.032265600400315425,1,0,21
0.5384848484848485,960,5,0,0.06560283687943262,0.07894736842105263,0.09353853992444142,0.03077944209258089,1,0,22
0.09908081155075316,720,4,0,0.06560283687943262,0.14285714285714285,0.09353853992444142,0.07052191244581385,1,0,23
0.3071581001158466,576,4,0,0.06560283687943262,0.13636363636363635,0.09353853992444142,0.029312380107313907,1,0,26
0.28075117370892017,480,3,0,0.06560283687943262,0.13333333333333333,0.09353853992444142,0.019134271046642774,1,0,34
0.015151515151515152,816,1,0,0.06560283687943262,0.0661764705882353,0.09353853992444142,-0.0010700486687177345,1,0,35
0.175,384,2,0,0.06560283687943262,0.14285714285714285,0.09353853992444142,0.007009132842924709,1,0,40
0.0,336,0,0,0.06560283687943262,0.0,0.09353853992444142,-0.007087337095268315,1,0,48
0.09503688799463446,480,3,0,0.06560283687943262,0.15555555555555556,0.09353853992444142,0.01727830164600517,1,0,55
0.014084507042253521,432,1,0,0.06560283687943262,0.1111111111111111,0.09353853992444142,0.020759825629845473,1,0,57
0.06984478935698449,336,2,0,0.06560283687943262,0.14285714285714285,0.09353853992444142,0.01556734569398032,1,0,63
0.07777777777777778,240,2,0,0.06560283687943262,0.2,0.09353853992444142,0.002155255441660048,1,0,71
0.1771680216802168,384,3,0,0.06560283687943262,0.21428571428571427,0.09353853992444142,0.007072946265065233,1,0,81
0.22439024390243903,288,2,0,0.06560283687943262,0.2,0.09353853992444142,0.011770244720159306,1,0,103
0.029236022193768675,288,2,0,0.06560283687943262,0.3333333333333333,0.09353853992444142,0.030658519570910064,1,0,113
0.015151515151515152,240,1,0,0.06560283687943262,0.4,0.09353853992444142,0.01218924034416668,1,0,115
0.027777777777777776,240,1,0,0.06560283687943262,0.1,0.09353853992444142,0.0004261906647123778,1,0,118
0.12777777777777777,576,3,0,0.06560283687943262,0.09090909090909091,0.09353853992444142,-0.0017035717159530343,1,0,120
0.13908450704225353,384,2,0,0.06560283687943262,0.10714285714285714,0.09353853992444142,0.019832206071045685,1,0,124
0.24206349206349204,480,3,0,0.06560283687943262,0.08888888888888889,0.09353853992444142,0.00214615636501746,1,0,130
0.16666666666666669,288,2,0,0.06560283687943262,0.13333333333333333,0.09353853992444142,-3.948321719827215e-06,1,0,161
0.015151515151515152,192,1,0,0.06560283687943262,0.16666666666666666,0.09353853992444142,0.011392427910241436,1,0,162
0.45,240,4,0,0.06560283687943262,0.4,0.09353853992444142,0.0006709139252565909,1,0,173
0.014084507042253521,240,1,0,0.06560283687943262,0.3,0.09353853992444142,0.023772802852778923,1,0,177
0.024390243902439025,288,1,0,0.06560283687943262,0.13333333333333333,0.09353853992444142,0.005468989242539555,1,0,178
